year,TM8.61,TM11.61,TM12.61,TM10.61,TM9.61,TM3.61,TM1.61,TM2.61,TM5.61,TM6.61,TM7.61,TM12.91,TM1.91,TM6.91,TM3.91,TM4.91,TM7.91,TM8.91,TM9.91,TM10.91,TM2.91,TM4.94,TM5.94,TM11.94,TM9.94,TM6.94,TM10.94,TM1.94,TM7.94,TM8.94,TM2.94,TM5.97,TM2.97,TM1.97,TM7.97,TM11.97,TM10.97,TM9.97,TM6.97,TM8.97,TM4.97,TM12.97,TM10.19,TM1.19,TM4.19,TM5.19,TM3.19,TM7.19,TM6.19,TM8.19,TM12.19,TM9.19,TM11.19,TM7.23,TM5.23,TM6.23,TM2.23,TM3.23,TM1.23,TM10.23,TM8.23,TM4.23,TM12.23,TM11.23,TM9.23,TM7.29,TM6.29,TM5.29,TM4.29,TM3.29,TM2.29,TM1.29,TM12.29,TM11.29,TM10.29,TM8.29,TM8.30,TM3.30,TM2.30,TM1.30,TM5.30,TM4.30,TM6.30,TM7.30,TM9.30,TM10.30,TM11.30,TM12.30,TM9.29
1999,NA,0.076,0.1115,0.0965,0.4155,NA,NA,0.0845,NA,NA,0.1015,0.257,0.229,0.0735,0.274,0.29,0.3455,0.45,0.3835,0.5815,0.238,0.193,0.407,0.135,0.1225,0.494,0.171,0.071,0.105,NA,0.1695,0.082,0.0895,0.129,0.067,0.113,0.0605,0.1355,0.119,0.048,0.177,0.1655,NA,0.035,0.0595,NA,0.046,NA,0.0365,0.133,0.151,0.085,0.058,0.054,0.076,0.0765,0.2225,0.2565,0.1155,NA,NA,0.056,0.336,0.095,0.151,0.0335,NA,0.0545,NA,0.1655,NA,NA,0.196,0.2225,NA,0.099,0.2105,0.0785,0.202,0.351,0.167,0.178,0.371,0.2865,0.112,0.0545,NA,0.2185,0.1855
2000,NA,0.077,0.163,0.067,0.3265,NA,NA,0.0905,NA,NA,0.1815,0.2645,0.106,0.061,0.38,0.268,0.2995,0.591,0.3655,0.689,0.295,0.1605,0.269,0.075,0.1745,0.739,0.049,0.078,0.082,NA,0.1535,0.0745,0.0975,0.1635,0.1375,0.1385,0.058,0.18,0.0995,0.0365,0.1715,0.2025,NA,0.039,0.0665,NA,0.0485,NA,NA,0.167,0.134,0.0805,0.049,0.0565,NA,0.0495,0.2115,0.237,0.09,NA,NA,0.0455,0.3085,0.0765,0.1925,NA,NA,0.0375,NA,0.127,NA,NA,0.0545,0.0975,NA,0.0925,0.1835,0.053,0.207,0.3545,0.1455,0.22,0.328,0.261,0.0955,0.066,NA,0.182,0.077
2001,NA,0.0785,0.099,0.072,0.2555,NA,NA,0.1315,NA,NA,0.139,0.3515,0.1545,NA,0.459,0.1065,0.2765,0.592,0.522,0.916,0.211,0.1645,0.273,0.0655,0.141,0.983,NA,0.078,0.052,NA,0.095,0.109,0.1,0.114,0.1205,0.102,NA,0.1455,0.113,0.04,0.2025,0.176,NA,NA,0.114,NA,0.0535,NA,NA,0.15,0.133,0.075,0.0425,0.063,NA,0.0515,0.186,0.1965,0.081,NA,NA,NA,0.4655,0.058,0.096,NA,NA,0.0365,NA,0.093,NA,NA,0.0605,0.1395,NA,0.0465,0.2685,0.054,0.133,0.1955,0.1185,0.1695,0.2875,0.145,0.124,0.066,NA,0.092,0.0655
2002,NA,NA,0.0925,0.0395,0.1945,NA,NA,0.1075,NA,NA,0.1085,0.3065,0.1735,NA,0.3495,0.1535,0.285,0.438,0.4615,0.7595,0.129,0.136,0.0965,0.0585,0.082,0.676,NA,0.096,0.061,NA,0.0825,0.079,0.061,0.128,0.042,0.062,NA,0.091,0.083,NA,0.108,0.131,NA,NA,0.0615,NA,0.0605,NA,NA,0.048,0.2205,NA,0.046,0.08,NA,0.062,0.2025,0.22,0.0985,NA,NA,NA,0.276,0.0635,0.132,NA,NA,0.078,NA,0.0675,NA,NA,0.072,0.0655,NA,NA,0.1275,NA,0.0335,0.074,0.0845,0.081,0.108,0.089,0.054,0.032,NA,0.059,0.0915
2003,NA,NA,0.072,0.053,0.1485,NA,NA,0.099,NA,NA,0.0915,0.0885,NA,NA,0.2845,0.133,0.3035,0.4465,0.42,0.49,0.152,0.1185,0.062,NA,0.088,0.7905,NA,0.06,NA,NA,0.0835,0.0595,0.07,0.147,0.044,0.048,NA,0.0715,0.0715,NA,0.0665,0.0985,NA,NA,0.063,NA,0.05,NA,NA,0.0505,0.1695,NA,0.069,NA,NA,NA,0.079,0.098,0.052,NA,NA,NA,0.091,NA,0.049,NA,NA,NA,NA,0.0635,NA,NA,0.056,0.0725,NA,NA,0.114,NA,0.0715,0.146,0.0605,0.0775,0.0985,0.062,NA,NA,NA,0.061,0.0645
2004,NA,NA,NA,NA,0.0905,NA,NA,0.0525,NA,NA,0.051,0.089,NA,NA,0.1375,0.0575,0.2685,0.24,0.3065,0.3495,0.13,NA,0.084,NA,NA,0.253,NA,0.07,NA,NA,0.038,NA,0.0605,0.1115,0.0465,0.056,NA,0.097,0.073,NA,0.103,0.073,NA,NA,NA,NA,NA,NA,NA,0.0575,0.079,NA,NA,NA,NA,NA,NA,0.0545,0.0705,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0665,NA,NA,NA,0.0965,NA,0.0745,0.0765,0.09,0.0965,0.234,0.0565,NA,NA,NA,0.116,NA
2005,NA,NA,NA,NA,0.136,NA,NA,0.057,NA,NA,NA,0.066,NA,NA,NA,0.062,NA,0.0765,0.0795,0.0275,0.035,NA,0.06,NA,NA,0.141,NA,0.059,NA,NA,0.042,NA,0.051,0.0635,0.053,NA,NA,0.0785,0.051,NA,0.056,0.071,NA,NA,NA,NA,NA,NA,NA,NA,0.0985,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445,NA,NA,NA,0.1065,NA,0.0325,NA,0.1205,0.0845,0.2095,0.035,NA,NA,NA,0.091,NA
2006,NA,NA,NA,NA,0.1075,NA,NA,0.069,NA,NA,NA,NA,NA,NA,NA,0.0645,NA,0.075,0.0515,0.059,0.032,NA,NA,NA,NA,0.096,NA,0.067,NA,NA,0.0575,NA,0.046,0.073,NA,NA,NA,0.078,0.0505,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0745,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0665,NA,NA,NA,0.0665,NA,0.073,NA,0.2265,0.072,0.203,0.048,NA,NA,NA,0.081,NA
2007,NA,NA,NA,NA,0.078,NA,NA,0.0695,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0745,0.0605,0.0645,0.055,NA,NA,NA,NA,0.0965,NA,NA,NA,NA,NA,NA,0.048,0.039,NA,NA,NA,0.0575,NA,NA,NA,0.0665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0545,NA,NA,NA,0.085,NA,0.057,NA,0.1275,0.0795,0.1945,NA,NA,NA,NA,0.0685,NA
2008,NA,NA,NA,NA,0.099,NA,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0615,NA,0.069,NA,NA,NA,NA,0.0885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0745,NA,NA,NA,0.0555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445,NA,0.0345,NA,0.0375,NA,0.0855,NA,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,0.0735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0515,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,0.051,NA,0.059,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435,NA,NA,NA,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,NA,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0465,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
